"Route","Departing_Port","Arriving_Port","Airline","Month","Year","Month_Number","Month_Name","Analysis_Level","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","OnTime_Departures_Percent","OnTime_Arrivals_Percent","Cancellations_Percent"
"Port Lincoln-Adelaide","Port Lincoln","Adelaide","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",96,96,0,94,93,2,3,97.9166666666667,96.875,0
"Port Macquarie-Sydney","Port Macquarie","Sydney","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",134,134,0,91,85,43,49,67.910447761194,63.4328358208955,0
"Rockhampton-Brisbane","Rockhampton","Brisbane","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",202,202,0,153,150,49,52,75.7425742574257,74.2574257425743,0
"Sydney-Adelaide","Sydney","Adelaide","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",20,19,1,6,10,13,9,31.5789473684211,52.6315789473684,5
"Sydney-Albury","Sydney","Albury","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",111,111,0,95,91,16,20,85.5855855855856,81.981981981982,0
"Sydney-Armidale","Sydney","Armidale","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",135,131,4,109,104,22,27,83.206106870229,79.3893129770992,2.96296296296296
"Sydney-Canberra","Sydney","Canberra","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",537,509,28,435,442,74,67,85.4616895874263,86.8369351669941,5.21415270018622
"Sydney-Coffs Harbour","Sydney","Coffs Harbour","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",154,153,1,133,132,20,21,86.9281045751634,86.2745098039216,0.649350649350649
"Sydney-Dubbo","Sydney","Dubbo","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",123,123,0,105,106,18,17,85.3658536585366,86.1788617886179,0
"Sydney-Hobart","Sydney","Hobart","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",31,30,1,25,24,5,6,83.3333333333333,80,3.2258064516129
"Sydney-Port Macquarie","Sydney","Port Macquarie","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",134,134,0,111,92,23,42,82.8358208955224,68.6567164179104,0
"Sydney-Wagga Wagga","Sydney","Wagga Wagga","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",114,114,0,97,98,17,16,85.0877192982456,85.9649122807018,0
"Wagga Wagga-Sydney","Wagga Wagga","Sydney","QantasLink",2014-08-01,2014,8,"Aug","Airline Route",114,114,0,95,90,19,24,83.3333333333333,78.9473684210526,0
"All Ports-All Ports","All Ports","All Ports","QantasLink",2014-08-01,2014,8,"Aug","Airline",10625,10422,203,8978,8685,1444,1737,86.1446939167146,83.3333333333333,1.91058823529412
"Adelaide-Port Lincoln","Adelaide","Port Lincoln","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",216,215,1,207,207,8,8,96.2790697674419,96.2790697674419,0.462962962962963
"Albury-Sydney","Albury","Sydney","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",114,114,0,100,95,14,19,87.719298245614,83.3333333333333,0
"Armidale-Sydney","Armidale","Sydney","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",78,78,0,66,50,12,28,84.6153846153846,64.1025641025641,0
"Ballina-Sydney","Ballina","Sydney","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",26,26,0,21,17,5,9,80.7692307692308,65.3846153846154,0
"Dubbo-Sydney","Dubbo","Sydney","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",161,160,1,142,129,18,31,88.75,80.625,0.62111801242236
"Melbourne-Mildura","Melbourne","Mildura","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",88,88,0,79,79,9,9,89.7727272727273,89.7727272727273,0
"Mildura-Melbourne","Mildura","Melbourne","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",88,88,0,73,69,15,19,82.9545454545455,78.4090909090909,0
"Port Lincoln-Adelaide","Port Lincoln","Adelaide","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",216,215,1,209,205,6,10,97.2093023255814,95.3488372093023,0.462962962962963
"Sydney-Albury","Sydney","Albury","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",114,113,1,89,89,24,24,78.7610619469027,78.7610619469027,0.87719298245614
"Sydney-Armidale","Sydney","Armidale","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",78,78,0,68,67,10,11,87.1794871794872,85.8974358974359,0
"Sydney-Ballina","Sydney","Ballina","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",32,32,0,28,28,4,4,87.5,87.5,0
"Sydney-Dubbo","Sydney","Dubbo","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",155,155,0,132,137,23,18,85.1612903225806,88.3870967741936,0
"Sydney-Wagga Wagga","Sydney","Wagga Wagga","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",142,141,1,128,123,13,18,90.7801418439716,87.2340425531915,0.704225352112676
"Wagga Wagga-Sydney","Wagga Wagga","Sydney","Rex Airlines",2014-08-01,2014,8,"Aug","Airline Route",140,140,0,132,117,8,23,94.2857142857143,83.5714285714286,0
"All Ports-All Ports","All Ports","All Ports","Rex Airlines",2014-08-01,2014,8,"Aug","Airline",5778,5756,22,5012,4815,744,941,87.0743571924948,83.6518415566366,0.380754586362063
"Adelaide-Brisbane","Adelaide","Brisbane","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",22,22,0,21,22,1,0,95.4545454545455,100,0
"Adelaide-Melbourne","Adelaide","Melbourne","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",66,64,2,57,54,7,10,89.0625,84.375,3.03030303030303
"Adelaide-Sydney","Adelaide","Sydney","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",24,23,1,22,22,1,1,95.6521739130435,95.6521739130435,4.16666666666667
"Brisbane-Adelaide","Brisbane","Adelaide","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",22,22,0,19,20,3,2,86.3636363636364,90.9090909090909,0
"Brisbane-Cairns","Brisbane","Cairns","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",24,24,0,17,17,7,7,70.8333333333333,70.8333333333333,0
"Brisbane-Darwin","Brisbane","Darwin","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",17,17,0,16,10,1,7,94.1176470588235,58.8235294117647,0
"Brisbane-Melbourne","Brisbane","Melbourne","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",109,108,1,73,75,35,33,67.5925925925926,69.4444444444444,0.917431192660551
"Brisbane-Sydney","Brisbane","Sydney","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",83,83,0,59,60,24,23,71.0843373493976,72.289156626506,0
"Cairns-Brisbane","Cairns","Brisbane","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",25,24,1,16,15,8,9,66.6666666666667,62.5,4
"Cairns-Melbourne","Cairns","Melbourne","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",34,34,0,28,27,6,7,82.3529411764706,79.4117647058823,0
"Cairns-Sydney","Cairns","Sydney","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",36,36,0,23,28,13,8,63.8888888888889,77.7777777777778,0
"Coffs Harbour-Sydney","Coffs Harbour","Sydney","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",14,14,0,10,10,4,4,71.4285714285714,71.4285714285714,0
"Darwin-Brisbane","Darwin","Brisbane","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",15,15,0,14,14,1,1,93.3333333333333,93.3333333333333,0
"Gold Coast-Melbourne","Gold Coast","Melbourne","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",62,61,1,38,44,23,17,62.2950819672131,72.1311475409836,1.61290322580645
"Gold Coast-Sydney","Gold Coast","Sydney","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",45,44,1,31,31,13,13,70.4545454545455,70.4545454545455,2.22222222222222
"Hobart-Melbourne","Hobart","Melbourne","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",27,27,0,20,18,7,9,74.0740740740741,66.6666666666667,0
"Melbourne-Adelaide","Melbourne","Adelaide","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",66,64,2,55,57,9,7,85.9375,89.0625,3.03030303030303
"Melbourne-Brisbane","Melbourne","Brisbane","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",109,108,1,82,64,26,44,75.9259259259259,59.2592592592593,0.917431192660551
"Melbourne-Cairns","Melbourne","Cairns","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",34,34,0,32,32,2,2,94.1176470588235,94.1176470588235,0
"Melbourne-Gold Coast","Melbourne","Gold Coast","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",62,61,1,45,40,16,21,73.7704918032787,65.5737704918033,1.61290322580645
"Melbourne-Hobart","Melbourne","Hobart","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",27,27,0,22,19,5,8,81.4814814814815,70.3703703703704,0
"Melbourne-Perth","Melbourne","Perth","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",41,41,0,32,34,9,7,78.0487804878049,82.9268292682927,0
"Melbourne-Sydney","Melbourne","Sydney","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",205,202,3,159,147,43,55,78.7128712871287,72.7722772277228,1.46341463414634
"Perth-Melbourne","Perth","Melbourne","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",42,41,1,32,29,9,12,78.0487804878049,70.7317073170732,2.38095238095238
"Perth-Sydney","Perth","Sydney","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",19,19,0,17,16,2,3,89.4736842105263,84.2105263157895,0
"Sydney-Adelaide","Sydney","Adelaide","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",24,23,1,21,22,2,1,91.304347826087,95.6521739130435,4.16666666666667
"Sydney-Brisbane","Sydney","Brisbane","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",83,83,0,63,57,20,26,75.9036144578313,68.6746987951807,0
"Sydney-Cairns","Sydney","Cairns","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",36,36,0,30,26,6,10,83.3333333333333,72.2222222222222,0
"Sydney-Coffs Harbour","Sydney","Coffs Harbour","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",14,14,0,10,9,4,5,71.4285714285714,64.2857142857143,0
"Sydney-Gold Coast","Sydney","Gold Coast","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",45,44,1,36,35,8,9,81.8181818181818,79.5454545454545,2.22222222222222
"Sydney-Melbourne","Sydney","Melbourne","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",205,202,3,134,145,68,57,66.3366336633663,71.7821782178218,1.46341463414634
"Sydney-Perth","Sydney","Perth","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline Route",21,21,0,17,17,4,4,80.9523809523809,80.9523809523809,0
"All Ports-All Ports","All Ports","All Ports","Tigerair Australia",2014-08-01,2014,8,"Aug","Airline",1720,1700,20,1300,1256,400,444,76.4705882352941,73.8823529411765,1.16279069767442
"Adelaide-Brisbane","Adelaide","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",114,112,2,100,103,12,9,89.2857142857143,91.9642857142857,1.75438596491228
"Adelaide-Canberra","Adelaide","Canberra","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",26,25,1,25,25,0,0,100,100,3.84615384615385
"Adelaide-Gold Coast","Adelaide","Gold Coast","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,29,29,2,2,93.5483870967742,93.5483870967742,0
"Adelaide-Melbourne","Adelaide","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",282,278,4,230,222,48,56,82.7338129496403,79.8561151079137,1.41843971631206
"Adelaide-Perth","Adelaide","Perth","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",67,66,1,57,61,9,5,86.3636363636364,92.4242424242424,1.49253731343284
"Adelaide-Sydney","Adelaide","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",171,170,1,155,150,15,20,91.1764705882353,88.2352941176471,0.584795321637427
"Ayers Rock-Sydney","Ayers Rock","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,30,1,27,27,3,3,90,90,3.2258064516129
"Ballina-Sydney","Ballina","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,30,1,28,28,2,2,93.3333333333333,93.3333333333333,3.2258064516129
"Brisbane-Adelaide","Brisbane","Adelaide","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",114,114,0,88,97,26,17,77.1929824561403,85.0877192982456,0
"Brisbane-Cairns","Brisbane","Cairns","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",137,136,1,110,111,26,25,80.8823529411765,81.6176470588235,0.72992700729927
"Brisbane-Canberra","Brisbane","Canberra","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",97,96,1,77,79,19,17,80.2083333333333,82.2916666666667,1.03092783505155
"Brisbane-Darwin","Brisbane","Darwin","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,26,20,5,11,83.8709677419355,64.5161290322581,0
"Brisbane-Gladstone","Brisbane","Gladstone","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",2,2,0,2,2,0,0,100,100,0
"Brisbane-Hamilton Island","Brisbane","Hamilton Island","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",30,30,0,27,26,3,4,90,86.6666666666667,0
"Brisbane-Hobart","Brisbane","Hobart","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,28,28,3,3,90.3225806451613,90.3225806451613,0
"Brisbane-Mackay","Brisbane","Mackay","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",156,152,4,125,120,27,32,82.2368421052632,78.9473684210526,2.56410256410256
"Brisbane-Melbourne","Brisbane","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",402,376,26,274,282,102,94,72.8723404255319,75,6.46766169154229
"Brisbane-Mount Isa","Brisbane","Mount Isa","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",21,21,0,21,20,0,1,100,95.2380952380952,0
"Brisbane-Newcastle","Brisbane","Newcastle","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",82,82,0,65,66,17,16,79.2682926829268,80.4878048780488,0
"Brisbane-Perth","Brisbane","Perth","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",92,90,2,61,73,29,17,67.7777777777778,81.1111111111111,2.17391304347826
"Brisbane-Proserpine","Brisbane","Proserpine","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",53,52,1,43,41,9,11,82.6923076923077,78.8461538461538,1.88679245283019
"Brisbane-Rockhampton","Brisbane","Rockhampton","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",101,100,1,83,85,17,15,83,85,0.99009900990099
"Brisbane-Sydney","Brisbane","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",563,538,25,455,452,83,86,84.5724907063197,84.0148698884758,4.4404973357016
"Brisbane-Townsville","Brisbane","Townsville","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",152,150,2,122,121,28,29,81.3333333333333,80.6666666666667,1.31578947368421
"Broome-Perth","Broome","Perth","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",49,45,4,35,30,10,15,77.7777777777778,66.6666666666667,8.16326530612245
"Cairns-Brisbane","Cairns","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",137,136,1,101,108,35,28,74.2647058823529,79.4117647058823,0.72992700729927
"Cairns-Melbourne","Cairns","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",36,36,0,23,30,13,6,63.8888888888889,83.3333333333333,0
"Cairns-Sydney","Cairns","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",93,92,1,77,83,15,9,83.695652173913,90.2173913043478,1.0752688172043
"Canberra-Adelaide","Canberra","Adelaide","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",26,25,1,24,24,1,1,96,96,3.84615384615385
"Canberra-Brisbane","Canberra","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",98,97,1,77,69,20,28,79.3814432989691,71.1340206185567,1.02040816326531
"Canberra-Melbourne","Canberra","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",184,179,5,140,142,39,37,78.2122905027933,79.3296089385475,2.71739130434783
"Canberra-Sydney","Canberra","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",46,45,1,40,38,5,7,88.8888888888889,84.4444444444444,2.17391304347826
"Coffs Harbour-Sydney","Coffs Harbour","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",62,58,4,46,48,12,10,79.3103448275862,82.7586206896552,6.45161290322581
"Darwin-Brisbane","Darwin","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",32,31,1,15,9,16,22,48.3870967741936,29.0322580645161,3.125
"Darwin-Melbourne","Darwin","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,24,21,7,10,77.4193548387097,67.741935483871,0
"Darwin-Perth","Darwin","Perth","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",25,25,0,22,14,3,11,88,56,0
"Darwin-Sydney","Darwin","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,11,15,20,16,35.4838709677419,48.3870967741936,0
"Gladstone-Brisbane","Gladstone","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",2,2,0,2,2,0,0,100,100,0
"Gold Coast-Adelaide","Gold Coast","Adelaide","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,29,30,2,1,93.5483870967742,96.7741935483871,0
"Gold Coast-Melbourne","Gold Coast","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",184,177,7,135,150,42,27,76.271186440678,84.7457627118644,3.80434782608696
"Gold Coast-Sydney","Gold Coast","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",326,313,13,252,266,61,47,80.5111821086262,84.9840255591054,3.98773006134969
"Hamilton Island-Brisbane","Hamilton Island","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",30,29,1,20,21,9,8,68.9655172413793,72.4137931034483,3.33333333333333
"Hamilton Island-Melbourne","Hamilton Island","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",22,21,1,18,18,3,3,85.7142857142857,85.7142857142857,4.54545454545455
"Hamilton Island-Sydney","Hamilton Island","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,30,1,20,25,10,5,66.6666666666667,83.3333333333333,3.2258064516129
"Hobart-Brisbane","Hobart","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,30,1,25,25,5,5,83.3333333333333,83.3333333333333,3.2258064516129
"Hobart-Melbourne","Hobart","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",148,143,5,111,112,32,31,77.6223776223776,78.3216783216783,3.37837837837838
"Hobart-Sydney","Hobart","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",62,62,0,56,55,6,7,90.3225806451613,88.7096774193548,0
"Kalgoorlie-Perth","Kalgoorlie","Perth","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",43,43,0,37,37,6,6,86.046511627907,86.046511627907,0
"Karratha-Perth","Karratha","Perth","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",62,61,1,49,49,12,12,80.327868852459,80.327868852459,1.61290322580645
"Launceston-Melbourne","Launceston","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",120,119,1,101,97,18,22,84.8739495798319,81.5126050420168,0.833333333333333
"Launceston-Sydney","Launceston","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,28,27,3,4,90.3225806451613,87.0967741935484,0
"Mackay-Brisbane","Mackay","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",156,152,4,116,118,36,34,76.3157894736842,77.6315789473684,2.56410256410256
"Melbourne-Adelaide","Melbourne","Adelaide","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",280,274,6,226,234,48,40,82.4817518248175,85.4014598540146,2.14285714285714
"Melbourne-Brisbane","Melbourne","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",402,372,30,278,253,94,119,74.7311827956989,68.010752688172,7.46268656716418
"Melbourne-Cairns","Melbourne","Cairns","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",36,36,0,30,30,6,6,83.3333333333333,83.3333333333333,0
"Melbourne-Canberra","Melbourne","Canberra","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",184,177,7,145,145,32,32,81.9209039548023,81.9209039548023,3.80434782608696
"Melbourne-Darwin","Melbourne","Darwin","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,26,27,5,4,83.8709677419355,87.0967741935484,0
"Melbourne-Gold Coast","Melbourne","Gold Coast","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",184,174,10,137,141,37,33,78.735632183908,81.0344827586207,5.43478260869565
"Melbourne-Hamilton Island","Melbourne","Hamilton Island","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",22,22,0,19,18,3,4,86.3636363636364,81.8181818181818,0
"Melbourne-Hobart","Melbourne","Hobart","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",148,144,4,116,113,28,31,80.5555555555556,78.4722222222222,2.7027027027027
"Melbourne-Launceston","Melbourne","Launceston","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",120,119,1,95,92,24,27,79.8319327731092,77.3109243697479,0.833333333333333
"Melbourne-Mildura","Melbourne","Mildura","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,25,25,6,6,80.6451612903226,80.6451612903226,0
"Melbourne-Newcastle","Melbourne","Newcastle","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,27,27,4,4,87.0967741935484,87.0967741935484,0
"Melbourne-Perth","Melbourne","Perth","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",143,141,2,102,115,39,26,72.3404255319149,81.5602836879433,1.3986013986014
"Melbourne-Sunshine Coast","Melbourne","Sunshine Coast","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,21,19,10,12,67.741935483871,61.2903225806452,0
"Melbourne-Sydney","Melbourne","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",802,741,61,610,561,131,180,82.3211875843455,75.7085020242915,7.60598503740648
"Mildura-Melbourne","Mildura","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,26,27,5,4,83.8709677419355,87.0967741935484,0
"Mount Isa-Brisbane","Mount Isa","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",21,21,0,17,19,4,2,80.9523809523809,90.4761904761905,0
"Newcastle-Brisbane","Newcastle","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",83,82,1,62,61,20,21,75.609756097561,74.390243902439,1.20481927710843
"Newcastle-Melbourne","Newcastle","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,23,26,8,5,74.1935483870968,83.8709677419355,0
"Newman-Perth","Newman","Perth","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",27,26,1,25,25,1,1,96.1538461538462,96.1538461538462,3.7037037037037
"Perth-Adelaide","Perth","Adelaide","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",67,65,2,55,58,10,7,84.6153846153846,89.2307692307692,2.98507462686567
"Perth-Brisbane","Perth","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",93,93,0,79,71,14,22,84.9462365591398,76.3440860215054,0
"Perth-Broome","Perth","Broome","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",48,45,3,44,43,1,2,97.7777777777778,95.5555555555556,6.25
"Perth-Darwin","Perth","Darwin","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",25,25,0,21,20,4,5,84,80,0
"Perth-Kalgoorlie","Perth","Kalgoorlie","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",43,43,0,35,39,8,4,81.3953488372093,90.6976744186046,0
"Perth-Karratha","Perth","Karratha","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",62,62,0,53,55,9,7,85.4838709677419,88.7096774193548,0
"Perth-Melbourne","Perth","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",142,140,2,117,110,23,30,83.5714285714286,78.5714285714286,1.40845070422535
"Perth-Newman","Perth","Newman","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",27,27,0,23,25,4,2,85.1851851851852,92.5925925925926,0
"Perth-Port Hedland","Perth","Port Hedland","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",42,41,1,35,37,6,4,85.3658536585366,90.2439024390244,2.38095238095238
"Perth-Sydney","Perth","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",119,115,4,91,101,24,14,79.1304347826087,87.8260869565217,3.36134453781513
"Port Hedland-Perth","Port Hedland","Perth","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",42,42,0,33,28,9,14,78.5714285714286,66.6666666666667,0
"Proserpine-Brisbane","Proserpine","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",53,52,1,38,41,14,11,73.0769230769231,78.8461538461538,1.88679245283019
"Rockhampton-Brisbane","Rockhampton","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",101,100,1,83,82,17,18,83,82,0.99009900990099
"Sunshine Coast-Melbourne","Sunshine Coast","Melbourne","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,13,19,18,12,41.9354838709677,61.2903225806452,0
"Sunshine Coast-Sydney","Sunshine Coast","Sydney","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,30,1,22,25,8,5,73.3333333333333,83.3333333333333,3.2258064516129
"Sydney-Adelaide","Sydney","Adelaide","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",172,169,3,138,154,31,15,81.6568047337278,91.1242603550296,1.74418604651163
"Sydney-Ayers Rock","Sydney","Ayers Rock","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,30,1,27,28,3,2,90,93.3333333333333,3.2258064516129
"Sydney-Ballina","Sydney","Ballina","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,30,1,28,28,2,2,93.3333333333333,93.3333333333333,3.2258064516129
"Sydney-Brisbane","Sydney","Brisbane","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",563,536,27,445,417,91,119,83.0223880597015,77.7985074626866,4.79573712255773
"Sydney-Cairns","Sydney","Cairns","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",93,92,1,77,75,15,17,83.695652173913,81.5217391304348,1.0752688172043
"Sydney-Canberra","Sydney","Canberra","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",46,46,0,41,41,5,5,89.1304347826087,89.1304347826087,0
"Sydney-Coffs Harbour","Sydney","Coffs Harbour","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",62,58,4,50,48,8,10,86.2068965517241,82.7586206896552,6.45161290322581
"Sydney-Darwin","Sydney","Darwin","Virgin Australia",2014-08-01,2014,8,"Aug","Airline Route",31,31,0,20,19,11,12,64.5161290322581,61.2903225806452,0
